country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",26-03-2026 08:00:00,16.554731,80.649110,OZONE,NA,NA,NA
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",26-03-2026 08:00:00,17.72,83.3,PM10,52,162,107
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",26-03-2026 08:00:00,17.72,83.3,NO2,10,62,36
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",26-03-2026 08:00:00,17.72,83.3,CO,2,58,25
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",26-03-2026 08:00:00,27.103358,93.679645,SO2,8,10,9
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26-03-2026 08:00:00,26.181742,91.78063,NH3,1,1,1
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26-03-2026 08:00:00,26.349082,92.68449,OZONE,17,23,18
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26-03-2026 08:00:00,26.446912,91.439057,NH3,6,6,6
India,Assam,Silchar,"Tarapur, Silchar - PCBA",26-03-2026 08:00:00,24.82827,92.79525,NO2,25,32,29
India,Assam,Silchar,"Tarapur, Silchar - PCBA",26-03-2026 08:00:00,24.82827,92.79525,SO2,4,6,5
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",26-03-2026 08:00:00,16.9872867,81.7363176,PM2.5,11,39,25
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",26-03-2026 08:00:00,16.9872867,81.7363176,NO2,6,35,15
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",26-03-2026 08:00:00,13.67,79.35,NO2,46,96,64
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",26-03-2026 08:00:00,13.615387,79.409230,NO2,19,28,26
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",26-03-2026 08:00:00,13.615387,79.409230,OZONE,18,29,28
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26-03-2026 08:00:00,26.80365,84.51954,SO2,30,55,47
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26-03-2026 08:00:00,26.80365,84.51954,CO,24,53,44
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",26-03-2026 08:00:00,25.265194,87.012947,NO2,6,20,8
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",26-03-2026 08:00:00,16.5150833,80.5181667,SO2,1,5,3
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",26-03-2026 08:00:00,14.675886,77.593027,PM2.5,47,66,57
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",26-03-2026 08:00:00,16.486692,80.699436,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",26-03-2026 08:00:00,16.486692,80.699436,PM10,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",26-03-2026 08:00:00,16.509717,80.612222,PM2.5,59,90,74
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26-03-2026 08:00:00,26.2028636,91.70046436,PM10,14,61,31
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26-03-2026 08:00:00,26.10887,91.589544,NH3,2,83,8
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26-03-2026 08:00:00,26.187500,91.744194,NH3,1,1,1
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",26-03-2026 08:00:00,27.308328,84.531742,CO,16,33,30
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",26-03-2026 08:00:00,26.63086,84.90051,PM2.5,23,153,89
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",26-03-2026 08:00:00,26.63086,84.90051,NH3,3,3,3
India,Bihar,Munger,"Town Hall, Munger - BSPCB",26-03-2026 08:00:00,25.376776,86.471523,NH3,2,3,3
India,Bihar,Munger,"Town Hall, Munger - BSPCB",26-03-2026 08:00:00,25.376776,86.471523,SO2,NA,NA,NA
India,Bihar,Munger,"Town Hall, Munger - BSPCB",26-03-2026 08:00:00,25.376776,86.471523,OZONE,9,10,10
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",26-03-2026 08:00:00,26.11442,85.39813,NO2,26,114,42
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",26-03-2026 08:00:00,26.11442,85.39813,NH3,11,23,17
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",26-03-2026 08:00:00,26.11442,85.39813,CO,15,106,33
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",26-03-2026 08:00:00,26.1403345,85.3650192,PM2.5,85,98,87
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",26-03-2026 08:00:00,26.1209,85.3647,PM2.5,87,120,99
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",26-03-2026 08:00:00,26.1209,85.3647,NO2,8,21,12
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",26-03-2026 08:00:00,25.586562,85.043586,PM2.5,52,111,80
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",26-03-2026 08:00:00,25.586562,85.043586,PM10,65,414,175
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",26-03-2026 08:00:00,25.586562,85.043586,NH3,10,12,11
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",26-03-2026 08:00:00,25.586562,85.043586,SO2,5,8,6
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",26-03-2026 08:00:00,25.586562,85.043586,CO,32,101,50
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",26-03-2026 08:00:00,25.592539,85.227158,PM10,102,226,129
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",26-03-2026 08:00:00,25.592539,85.227158,NH3,4,5,5
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",26-03-2026 08:00:00,25.592539,85.227158,OZONE,19,92,26
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",26-03-2026 08:00:00,25.610369,85.132568,SO2,NA,NA,NA
India,Bihar,Patna,"Samanpura, Patna - BSPCB",26-03-2026 08:00:00,25.596727,85.085624,NO2,30,63,42
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",26-03-2026 08:00:00,25.892357,86.590325,NH3,4,4,4
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",26-03-2026 08:00:00,25.892357,86.590325,CO,34,42,37
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",26-03-2026 08:00:00,25.892357,86.590325,OZONE,2,53,18
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",26-03-2026 08:00:00,25.859655,85.77944,NO2,8,9,8
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",26-03-2026 08:00:00,25.859655,85.77944,SO2,NA,NA,NA
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",26-03-2026 08:00:00,24.952822,84.002396,PM2.5,10,47,24
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",26-03-2026 08:00:00,24.952822,84.002396,NO2,1,17,3
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",26-03-2026 08:00:00,26.2271665,84.3570427,PM2.5,NA,NA,NA
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",26-03-2026 08:00:00,25.204762,85.514960,PM2.5,13,97,43
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",26-03-2026 08:00:00,25.204762,85.514960,CO,35,95,40
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",26-03-2026 08:00:00,25.567520,83.966379,PM2.5,42,90,65
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",26-03-2026 08:00:00,25.567520,83.966379,SO2,27,34,31
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",26-03-2026 08:00:00,25.567520,83.966379,CO,21,28,25
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",26-03-2026 08:00:00,24.7955,84.9994,PM2.5,NA,NA,NA
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",26-03-2026 08:00:00,24.792403,84.992416,OZONE,20,58,22
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",26-03-2026 08:00:00,30.735567,76.775714,PM10,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",26-03-2026 08:00:00,30.735567,76.775714,OZONE,8,164,65
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",26-03-2026 08:00:00,30.751462,76.762879,PM10,46,101,65
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",26-03-2026 08:00:00,30.751462,76.762879,NH3,11,11,11
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",26-03-2026 08:00:00,30.751462,76.762879,CO,12,28,18
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",26-03-2026 08:00:00,30.719859,76.738637,PM2.5,13,93,44
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",26-03-2026 08:00:00,24.762518,84.982348,NH3,1,6,3
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",26-03-2026 08:00:00,24.762518,84.982348,CO,20,32,26
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",26-03-2026 08:00:00,25.697189,85.245900,PM10,61,344,152
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",26-03-2026 08:00:00,25.560083,87.553265,PM2.5,23,80,45
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",26-03-2026 08:00:00,30.719859,76.738637,OZONE,5,96,34
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",26-03-2026 08:00:00,25.560083,87.553265,OZONE,5,33,6
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",26-03-2026 08:00:00,25.366336,87.117468,NO2,5,7,6
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",26-03-2026 08:00:00,28.542460,77.191651,CO,40,96,64
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",26-03-2026 08:00:00,28.542460,77.191651,OZONE,8,57,9
India,Delhi,Delhi,"ITO, Delhi - CPCB",26-03-2026 08:00:00,28.628624,77.241060,PM2.5,20,500,384
India,Delhi,Delhi,"JNU, Delhi - DPCC",26-03-2026 08:00:00,28.540721 ,77.168544 ,PM2.5,20,280,89
India,Delhi,Delhi,"JNU, Delhi - DPCC",26-03-2026 08:00:00,28.540721 ,77.168544 ,OZONE,1,40,4
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",26-03-2026 08:00:00,28.580280,77.233829,PM2.5,32,341,138
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",26-03-2026 08:00:00,28.580280,77.233829,OZONE,2,157,13
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",26-03-2026 08:00:00,28.5918245,77.2273074,OZONE,22,116,26
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",26-03-2026 08:00:00,28.611281,77.237738,PM2.5,2,309,88
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",26-03-2026 08:00:00,28.611281,77.237738,NH3,15,19,16
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",26-03-2026 08:00:00,22.348441,82.549611,CO,NA,NA,NA
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",26-03-2026 08:00:00,22.126650,83.483212,PM2.5,33,149,79
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",26-03-2026 08:00:00,22.1910172,83.5197009,NO2,15,74,34
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",26-03-2026 08:00:00,21.258815,81.578979,PM10,45,181,101
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",26-03-2026 08:00:00,21.258815,81.578979,NH3,4,5,4
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",26-03-2026 08:00:00,21.219665,81.630094,PM10,21,129,84
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",26-03-2026 08:00:00,21.237755,81.705301,PM2.5,40,80,57
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",26-03-2026 08:00:00,21.237755,81.705301,PM10,47,122,72
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",26-03-2026 08:00:00,21.194815,81.314770,PM2.5,19,54,37
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",26-03-2026 08:00:00,21.194815,81.314770,CO,17,59,52
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",26-03-2026 08:00:00,21.194815,81.314770,OZONE,5,25,5
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",26-03-2026 08:00:00,21.185571,81.343175,OZONE,3,15,10
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",26-03-2026 08:00:00,21.224231,81.408350,PM2.5,25,79,47
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",26-03-2026 08:00:00,21.224231,81.408350,CO,24,69,52
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",26-03-2026 08:00:00,22.118125,83.140608,OZONE,143,143,143
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",26-03-2026 08:00:00,28.5627763,77.1180053,NO2,19,47,33
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",26-03-2026 08:00:00,28.493624 ,77.201159 ,NH3,2,8,4
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",26-03-2026 08:00:00,28.493624 ,77.201159 ,OZONE,1,77,6
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",26-03-2026 08:00:00,28.6811736,77.3025234,PM2.5,29,131,74
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",26-03-2026 08:00:00,28.542460,77.191651,NO2,13,72,41
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",26-03-2026 08:00:00,28.594169 ,77.125100 ,NH3,1,6,3
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",26-03-2026 08:00:00,28.656756,77.227234,CO,99,155,118
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",26-03-2026 08:00:00,28.615828 ,77.271992 ,NO2,22,58,43
India,Delhi,Delhi,"DTU, Delhi - CPCB",26-03-2026 08:00:00,28.7500499,77.1112615,PM2.5,20,392,151
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",26-03-2026 08:00:00,22.06631475,83.33820077,NO2,34,97,68
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",26-03-2026 08:00:00,22.06631475,83.33820077,NH3,1,2,2
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",26-03-2026 08:00:00,22.06631475,83.33820077,OZONE,18,18,18
India,Delhi,Delhi,"Alipur, Delhi - DPCC",26-03-2026 08:00:00,28.815329,77.153010,NO2,12,72,42
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",26-03-2026 08:00:00,21.371751,81.664929,PM10,29,159,80
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",26-03-2026 08:00:00,21.371751,81.664929,SO2,3,27,12
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",26-03-2026 08:00:00,22.06631475,83.33820077,PM2.5,37,295,109
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",26-03-2026 08:00:00,28.647622,77.3158090,NH3,2,17,10
India,Delhi,Delhi,"Bawana, Delhi - DPCC",26-03-2026 08:00:00,28.776200,77.051074,SO2,10,74,21
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",26-03-2026 08:00:00,28.7256504,77.2011573,PM10,67,265,145
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",26-03-2026 08:00:00,28.498571,77.264840,NO2,6,102,48
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",26-03-2026 08:00:00,28.498571,77.264840,NH3,4,6,5
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",26-03-2026 08:00:00,23.107969,72.574648,SO2,4,33,10
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",26-03-2026 08:00:00,22.977134,72.553024,PM2.5,27,134,64
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",26-03-2026 08:00:00,22.977134,72.553024,NO2,34,123,72
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",26-03-2026 08:00:00,23.002657,72.591912,PM2.5,33,190,76
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",26-03-2026 08:00:00,23.002657,72.591912,OZONE,43,127,51
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",26-03-2026 08:00:00,23.020509,72.579261,NO2,19,107,48
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",26-03-2026 08:00:00,23.020509,72.579261,NH3,9,25,13
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",26-03-2026 08:00:00,23.016834,72.625775,NH3,10,19,14
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",26-03-2026 08:00:00,28.636429,77.201067,NO2,24,86,51
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",26-03-2026 08:00:00,28.636429,77.201067,SO2,11,46,26
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",26-03-2026 08:00:00,28.636429,77.201067,CO,47,102,76
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",26-03-2026 08:00:00,28.636429,77.201067,OZONE,3,121,18
India,Delhi,Delhi,"Mundka, Delhi - DPCC",26-03-2026 08:00:00,28.684678,77.076574,PM10,75,454,207
India,Delhi,Delhi,"Mundka, Delhi - DPCC",26-03-2026 08:00:00,28.684678,77.076574,NH3,5,15,8
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",26-03-2026 08:00:00,28.60909,77.0325413,NH3,5,33,28
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",26-03-2026 08:00:00,28.594004 ,76.909423 ,NO2,1,104,36
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",26-03-2026 08:00:00,28.623763,77.287209,CO,36,119,54
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",26-03-2026 08:00:00,28.623763,77.287209,OZONE,5,163,21
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",26-03-2026 08:00:00,28.674045,77.131023,NO2,17,83,46
India,Delhi,Delhi,"Pusa, Delhi - DPCC",26-03-2026 08:00:00,28.639652,77.146275,PM10,94,305,182
India,Delhi,Delhi,"Pusa, Delhi - DPCC",26-03-2026 08:00:00,28.639652,77.146275,NH3,6,20,14
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA",26-03-2026 08:00:00,28.57834,77.18400,PM2.5,67,330,175
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA",26-03-2026 08:00:00,28.57834,77.18400,NO2,9,9,9
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",26-03-2026 08:00:00,28.6573814,77.1585447,PM2.5,37,330,124
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",26-03-2026 08:00:00,28.530785,77.271255,SO2,14,27,20
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",26-03-2026 08:00:00,28.5504249,77.2159377,OZONE,7,26,7
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",26-03-2026 08:00:00,28.621810,77.1944633,PM2.5,32,346,126
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",26-03-2026 08:00:00,28.621810,77.1944633,PM10,53,190,120
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",26-03-2026 08:00:00,28.672342,77.315260,NH3,5,7,6
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",26-03-2026 08:00:00,28.699793,77.165453,OZONE,16,99,22
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",26-03-2026 08:00:00,23.107969,72.574648,PM2.5,22,79,44
India,Delhi,Delhi,"Narela, Delhi - DPCC",26-03-2026 08:00:00,28.822836,77.101981,PM2.5,28,366,207
India,Delhi,Delhi,"Narela, Delhi - DPCC",26-03-2026 08:00:00,28.822836,77.101981,CO,16,69,37
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",26-03-2026 08:00:00,28.636429,77.201067,PM2.5,120,334,234
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",26-03-2026 08:00:00,28.563262,77.186937,NH3,6,11,8
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",26-03-2026 08:00:00,23.243639,72.68994,PM10,53,158,100
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",26-03-2026 08:00:00,23.243639,72.68994,NO2,6,25,15
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",26-03-2026 08:00:00,23.243639,72.68994,NH3,5,17,8
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",26-03-2026 08:00:00,23.243639,72.68994,SO2,2,17,5
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",26-03-2026 08:00:00,23.243639,72.68994,CO,1,69,21
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",26-03-2026 08:00:00,23.243639,72.68994,OZONE,1,18,1
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",26-03-2026 08:00:00,23.593150,72.372792,PM10,35,130,88
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",26-03-2026 08:00:00,22.410802,73.097923,SO2,3,11,4
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",26-03-2026 08:00:00,22.248853,70.776774,PM2.5,8,73,39
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",26-03-2026 08:00:00,22.248853,70.776774,SO2,8,25,16
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",26-03-2026 08:00:00,23.016834,72.625775,CO,34,151,96
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",26-03-2026 08:00:00,23.041137,72.456691,NO2,5,51,18
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",26-03-2026 08:00:00,23.023389,72.515201,PM10,49,85,65
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",26-03-2026 08:00:00,23.023389,72.515201,CO,3,104,60
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",26-03-2026 08:00:00,23.076793,72.627874,PM2.5,13,73,39
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",26-03-2026 08:00:00,21.755417,72.139056,PM2.5,20,145,55
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",26-03-2026 08:00:00,21.755417,72.139056,NH3,2,2,2
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",26-03-2026 08:00:00,21.217779 ,72.834787 ,PM10,56,125,84
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",26-03-2026 08:00:00,21.217779 ,72.834787 ,NO2,6,35,16
India,Gujarat,Surat,"Science Center, Surat - SMC",26-03-2026 08:00:00,21.170046,72.795405,SO2,21,29,24
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",26-03-2026 08:00:00,22.320153,73.216285,NO2,1,19,10
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",26-03-2026 08:00:00,22.320153,73.216285,CO,58,80,76
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",26-03-2026 08:00:00,22.969611,72.643500,NO2,20,108,74
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",26-03-2026 08:00:00,22.969611,72.643500,CO,13,32,14
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",26-03-2026 08:00:00,28.422681,77.148944,PM10,79,273,149
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",26-03-2026 08:00:00,28.422681,77.148944,CO,7,78,49
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",26-03-2026 08:00:00,28.4227,77.0667,SO2,1,11,6
