country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",13-03-2026 15:00:00,16.186555,81.13219,CO,13,40,26
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",13-03-2026 15:00:00,16.9872867,81.7363176,PM10,32,108,52
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",13-03-2026 15:00:00,16.9872867,81.7363176,PM2.5,22,88,39
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",13-03-2026 15:00:00,16.316553,80.413302,PM2.5,34,91,48
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",13-03-2026 15:00:00,16.9872867,81.7363176,NO2,9,36,20
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",13-03-2026 15:00:00,14.465052,78.824187,CO,22,52,45
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",13-03-2026 15:00:00,26.071318,91.87488,PM2.5,83,307,162
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",13-03-2026 15:00:00,26.071318,91.87488,SO2,18,32,30
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",13-03-2026 15:00:00,26.071318,91.87488,CO,4,70,56
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",13-03-2026 15:00:00,26.071318,91.87488,OZONE,12,32,18
India,Assam,Guwahati,"IITG, Guwahati - PCBA",13-03-2026 15:00:00,26.2028636,91.70046436,SO2,32,34,32
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",13-03-2026 15:00:00,13.67,79.35,CO,20,39,26
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",13-03-2026 15:00:00,16.9872867,81.7363176,NO2,9,36,20
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",13-03-2026 15:00:00,13.615387,79.409230,NO2,22,33,25
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",13-03-2026 15:00:00,16.554731,80.649110,PM2.5,52,68,62
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",13-03-2026 15:00:00,17.72,83.3,PM2.5,25,200,73
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",13-03-2026 15:00:00,17.72,83.3,NH3,3,4,3
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",13-03-2026 15:00:00,16.536107,80.594233,PM10,47,129,65
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",13-03-2026 15:00:00,16.536107,80.594233,NH3,3,4,3
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",13-03-2026 15:00:00,16.486692,80.699436,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",13-03-2026 15:00:00,16.9872867,81.7363176,OZONE,2,302,44
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",13-03-2026 15:00:00,13.67,79.35,PM10,48,114,72
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",13-03-2026 15:00:00,26.10887,91.589544,CO,12,105,50
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",13-03-2026 15:00:00,26.187500,91.744194,PM2.5,1,98,62
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",13-03-2026 15:00:00,16.486692,80.699436,NH3,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",13-03-2026 15:00:00,16.509717,80.612222,NH3,4,7,5
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",13-03-2026 15:00:00,25.251013,86.989001,NO2,4,15,10
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",13-03-2026 15:00:00,25.251013,86.989001,SO2,29,80,52
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",13-03-2026 15:00:00,25.251013,86.989001,CO,10,28,18
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",13-03-2026 15:00:00,25.265194,87.012947,PM2.5,12,68,36
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",13-03-2026 15:00:00,25.265194,87.012947,CO,64,82,73
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",13-03-2026 15:00:00,25.265194,87.012947,OZONE,6,25,10
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",13-03-2026 15:00:00,24.75746,84.366208,PM10,30,137,88
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",13-03-2026 15:00:00,24.75746,84.366208,NO2,7,8,8
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",13-03-2026 15:00:00,25.42742023,86.13886079,NO2,9,16,13
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",13-03-2026 15:00:00,25.42742023,86.13886079,NH3,3,4,4
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",13-03-2026 15:00:00,26.446912,91.439057,NO2,NA,NA,NA
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",13-03-2026 15:00:00,26.446912,91.439057,CO,14,40,19
India,Assam,Silchar,"Tarapur, Silchar - PCBA",13-03-2026 15:00:00,24.82827,92.79525,PM10,37,60,52
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",13-03-2026 15:00:00,26.181742,91.78063,SO2,4,9,6
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",13-03-2026 15:00:00,26.349082,92.68449,SO2,7,13,11
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",13-03-2026 15:00:00,26.187500,91.744194,NO2,NA,NA,NA
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",13-03-2026 15:00:00,26.187500,91.744194,OZONE,10,26,10
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",13-03-2026 15:00:00,26.987634,94.636574,PM2.5,20,43,34
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",13-03-2026 15:00:00,26.146529,87.454184,CO,28,78,49
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",13-03-2026 15:00:00,25.5626095,84.663264,NO2,4,9,7
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",13-03-2026 15:00:00,26.446912,91.439057,PM10,NA,NA,NA
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",13-03-2026 15:00:00,25.586562,85.043586,SO2,4,9,6
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",13-03-2026 15:00:00,25.586562,85.043586,OZONE,8,31,9
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",13-03-2026 15:00:00,25.592539,85.227158,PM10,112,280,146
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",13-03-2026 15:00:00,25.610369,85.132568,NO2,1,2,2
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",13-03-2026 15:00:00,25.610369,85.132568,CO,6,37,16
India,Bihar,Patna,"Muradpur, Patna - BSPCB",13-03-2026 15:00:00,25.619651,85.147382,PM10,128,143,135
India,Bihar,Patna,"Muradpur, Patna - BSPCB",13-03-2026 15:00:00,25.619651,85.147382,NH3,3,5,5
India,Bihar,Patna,"Muradpur, Patna - BSPCB",13-03-2026 15:00:00,25.619651,85.147382,OZONE,16,102,61
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",13-03-2026 15:00:00,25.599486,85.113666,NH3,4,4,4
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",13-03-2026 15:00:00,25.599486,85.113666,CO,19,102,44
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",13-03-2026 15:00:00,25.204762,85.514960,CO,40,133,53
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",13-03-2026 15:00:00,25.567520,83.966379,NO2,9,10,9
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",13-03-2026 15:00:00,25.567520,83.966379,CO,19,28,24
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",13-03-2026 15:00:00,25.7808257,84.7446768,CO,8,16,12
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",13-03-2026 15:00:00,24.792403,84.992416,NO2,11,13,12
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",13-03-2026 15:00:00,24.792403,84.992416,SO2,41,44,43
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",13-03-2026 15:00:00,24.762518,84.982348,NH3,3,5,4
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",13-03-2026 15:00:00,25.697189,85.245900,NH3,14,19,17
India,Bihar,Munger,"Town Hall, Munger - BSPCB",13-03-2026 15:00:00,25.376776,86.471523,PM2.5,20,52,38
India,Bihar,Munger,"Town Hall, Munger - BSPCB",13-03-2026 15:00:00,25.376776,86.471523,OZONE,9,11,10
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",13-03-2026 15:00:00,26.1403345,85.3650192,NO2,2,9,6
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",13-03-2026 15:00:00,26.1209,85.3647,CO,20,72,47
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",13-03-2026 15:00:00,25.560083,87.553265,PM2.5,13,60,39
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",13-03-2026 15:00:00,26.0881305,87.93840336,PM2.5,NA,NA,NA
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",13-03-2026 15:00:00,26.0881305,87.93840336,SO2,5,13,7
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",13-03-2026 15:00:00,26.0881305,87.93840336,CO,12,16,14
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",13-03-2026 15:00:00,27.308328,84.531742,CO,32,33,32
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",13-03-2026 15:00:00,26.63086,84.90051,PM2.5,38,143,81
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",13-03-2026 15:00:00,25.892357,86.590325,SO2,14,19,17
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",13-03-2026 15:00:00,25.859655,85.77944,PM10,34,121,74
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",13-03-2026 15:00:00,25.366336,87.117468,CO,36,60,48
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",13-03-2026 15:00:00,25.03280,85.41948,SO2,2,3,3
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",13-03-2026 15:00:00,24.952822,84.002396,PM10,42,122,78
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",13-03-2026 15:00:00,24.952822,84.002396,NO2,2,6,2
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",13-03-2026 15:00:00,25.03280,85.41948,OZONE,24,28,26
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",13-03-2026 15:00:00,26.2271665,84.3570427,OZONE,12,14,12
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",13-03-2026 15:00:00,30.735567,76.775714,OZONE,6,140,61
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",13-03-2026 15:00:00,30.751462,76.762879,NO2,NA,NA,NA
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",13-03-2026 15:00:00,21.194815,81.314770,NO2,28,43,32
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",13-03-2026 15:00:00,21.194815,81.314770,NH3,1,2,1
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",13-03-2026 15:00:00,21.194815,81.314770,SO2,3,5,4
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",13-03-2026 15:00:00,21.185571,81.343175,SO2,7,9,8
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",13-03-2026 15:00:00,22.06631475,83.33820077,CO,24,118,59
India,Delhi,Delhi,"Alipur, Delhi - DPCC",13-03-2026 15:00:00,28.815329,77.153010,PM2.5,42,331,162
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",13-03-2026 15:00:00,28.695381,77.181665,NO2,13,98,43
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",13-03-2026 15:00:00,28.4706914,77.1099364,PM2.5,35,263,129
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",13-03-2026 15:00:00,28.4706914,77.1099364,PM10,82,282,168
India,Delhi,Delhi,"Bawana, Delhi - DPCC",13-03-2026 15:00:00,28.776200,77.051074,PM2.5,55,346,222
India,Delhi,Delhi,"Bawana, Delhi - DPCC",13-03-2026 15:00:00,28.776200,77.051074,NH3,6,16,8
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",13-03-2026 15:00:00,28.7256504,77.2011573,PM10,102,223,149
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",13-03-2026 15:00:00,28.5512005,77.2735737,PM2.5,35,303,143
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",13-03-2026 15:00:00,28.5512005,77.2735737,NO2,62,141,86
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",13-03-2026 15:00:00,28.5512005,77.2735737,CO,25,109,47
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",13-03-2026 15:00:00,22.368195,82.746431,NH3,1,1,1
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",13-03-2026 15:00:00,22.368195,82.746431,SO2,6,91,48
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",13-03-2026 15:00:00,22.348441,82.549611,PM10,58,500,160
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",13-03-2026 15:00:00,21.258815,81.578979,OZONE,5,21,8
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",13-03-2026 15:00:00,21.219665,81.630094,PM10,24,108,69
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",13-03-2026 15:00:00,21.237755,81.705301,NH3,2,2,2
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",13-03-2026 15:00:00,21.371751,81.664929,PM10,57,158,109
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",13-03-2026 15:00:00,22.126650,83.483212,SO2,17,82,42
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",13-03-2026 15:00:00,21.258815,81.578979,SO2,3,16,7
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",13-03-2026 15:00:00,26.2271665,84.3570427,PM10,71,118,97
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",13-03-2026 15:00:00,26.2271665,84.3570427,NH3,1,1,1
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",13-03-2026 15:00:00,22.118125,83.140608,PM10,56,279,125
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",13-03-2026 15:00:00,28.594169 ,77.125100 ,PM10,88,231,171
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",13-03-2026 15:00:00,28.594169 ,77.125100 ,NO2,17,133,55
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",13-03-2026 15:00:00,28.594169 ,77.125100 ,NH3,1,8,3
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",13-03-2026 15:00:00,28.594169 ,77.125100 ,OZONE,1,50,28
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",13-03-2026 15:00:00,28.656756,77.227234,PM10,174,325,251
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",13-03-2026 15:00:00,28.615828 ,77.271992 ,NH3,8,26,18
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",13-03-2026 15:00:00,28.615828 ,77.271992 ,CO,69,113,87
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",13-03-2026 15:00:00,28.498571,77.264840,PM2.5,23,293,157
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",13-03-2026 15:00:00,28.5710274,77.0719006,SO2,20,47,28
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",13-03-2026 15:00:00,28.5710274,77.0719006,CO,4,106,32
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",13-03-2026 15:00:00,28.493624 ,77.201159 ,PM2.5,33,386,185
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",13-03-2026 15:00:00,28.493624 ,77.201159 ,SO2,58,64,61
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",13-03-2026 15:00:00,28.6811736,77.3025234,SO2,4,30,13
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",13-03-2026 15:00:00,28.6811736,77.3025234,OZONE,12,39,14
India,Delhi,Delhi,"ITO, Delhi - CPCB",13-03-2026 15:00:00,28.628624,77.241060,NH3,NA,NA,NA
India,Delhi,Delhi,"ITO, Delhi - CPCB",13-03-2026 15:00:00,28.628624,77.241060,SO2,NA,NA,NA
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",13-03-2026 15:00:00,28.580280,77.233829,OZONE,2,151,77
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",13-03-2026 15:00:00,28.611281,77.237738,NH3,14,19,17
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",13-03-2026 15:00:00,28.636429,77.201067,PM10,88,194,140
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",13-03-2026 15:00:00,28.636429,77.201067,NH3,7,9,8
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",13-03-2026 15:00:00,28.636429,77.201067,SO2,22,48,35
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",13-03-2026 15:00:00,28.570173,76.933762,NO2,18,105,73
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",13-03-2026 15:00:00,28.570173,76.933762,NH3,11,19,12
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",13-03-2026 15:00:00,28.570173,76.933762,OZONE,4,100,55
India,Delhi,Delhi,"Narela, Delhi - DPCC",13-03-2026 15:00:00,28.822836,77.101981,PM2.5,40,332,185
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",13-03-2026 15:00:00,28.567890,77.250515,PM2.5,37,312,173
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",13-03-2026 15:00:00,28.567890,77.250515,OZONE,1,102,62
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA",13-03-2026 15:00:00,28.57834,77.18400,CO,14,90,31
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",13-03-2026 15:00:00,28.636429,77.201067,CO,22,74,36
India,Delhi,Delhi,"Mundka, Delhi - DPCC",13-03-2026 15:00:00,28.684678,77.076574,PM2.5,48,367,222
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",13-03-2026 15:00:00,28.580280,77.233829,PM2.5,33,322,171
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",13-03-2026 15:00:00,28.6573814,77.1585447,NO2,27,170,88
India,Delhi,Delhi,"Mundka, Delhi - DPCC",13-03-2026 15:00:00,28.684678,77.076574,NH3,5,14,9
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",13-03-2026 15:00:00,23.023389,72.515201,CO,43,121,74
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",13-03-2026 15:00:00,23.076793,72.627874,PM10,97,244,183
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",13-03-2026 15:00:00,23.076793,72.627874,CO,12,106,44
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",13-03-2026 15:00:00,21.755417,72.139056,OZONE,7,23,15
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",13-03-2026 15:00:00,23.243639,72.68994,SO2,4,60,9
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",13-03-2026 15:00:00,23.221714,72.654328,PM2.5,63,243,141
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",13-03-2026 15:00:00,23.221714,72.654328,PM10,87,179,136
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",13-03-2026 15:00:00,23.221714,72.654328,SO2,8,42,13
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",13-03-2026 15:00:00,23.221714,72.654328,CO,32,48,36
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",13-03-2026 15:00:00,23.107969,72.574648,SO2,3,130,26
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",13-03-2026 15:00:00,23.107969,72.574648,OZONE,1,94,56
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",13-03-2026 15:00:00,22.977134,72.553024,NH3,2,44,18
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",13-03-2026 15:00:00,22.977134,72.553024,CO,66,136,101
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",13-03-2026 15:00:00,22.977134,72.553024,OZONE,1,76,14
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",13-03-2026 15:00:00,23.020509,72.579261,SO2,12,135,28
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",13-03-2026 15:00:00,23.041137,72.456691,OZONE,2,72,42
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",13-03-2026 15:00:00,23.023389,72.515201,PM2.5,61,351,200
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",13-03-2026 15:00:00,23.023389,72.515201,PM10,83,309,156
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",13-03-2026 15:00:00,28.623763,77.287209,NO2,20,115,63
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",13-03-2026 15:00:00,28.623763,77.287209,SO2,15,43,23
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",13-03-2026 15:00:00,28.674045,77.131023,PM2.5,55,324,176
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",13-03-2026 15:00:00,28.674045,77.131023,PM10,109,224,161
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",13-03-2026 15:00:00,28.674045,77.131023,NO2,15,81,40
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",13-03-2026 15:00:00,28.674045,77.131023,NH3,5,8,7
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",13-03-2026 15:00:00,28.674045,77.131023,SO2,32,56,46
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",13-03-2026 15:00:00,28.674045,77.131023,CO,44,90,78
India,Delhi,Delhi,"Rohini, Delhi - DPCC",13-03-2026 15:00:00,28.732528,77.119920,CO,7,64,21
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",13-03-2026 15:00:00,28.6514781,77.1473105,PM10,112,189,150
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",13-03-2026 15:00:00,28.710508,77.249485,NO2,11,52,29
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",13-03-2026 15:00:00,28.710508,77.249485,CO,2,117,32
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",13-03-2026 15:00:00,28.531346,77.190156,SO2,1,8,4
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",13-03-2026 15:00:00,28.621810,77.1944633,PM10,NA,NA,NA
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",13-03-2026 15:00:00,28.621810,77.1944633,NO2,NA,NA,NA
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",13-03-2026 15:00:00,28.672342,77.315260,SO2,10,40,16
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",13-03-2026 15:00:00,28.699793,77.165453,PM10,148,352,233
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",13-03-2026 15:00:00,28.530785,77.271255,NO2,29,149,82
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",13-03-2026 15:00:00,28.530785,77.271255,NH3,12,17,14
India,Delhi,Delhi,"Pusa, Delhi - IMD",13-03-2026 15:00:00,28.636110,77.173332,PM2.5,34,212,102
India,Delhi,Delhi,"Pusa, Delhi - IMD",13-03-2026 15:00:00,28.636110,77.173332,OZONE,6,311,213
